generator_name,seed,dataset_size,train_size,validation_size,test_size,model_name,model_random_state,validation_accuracy,validation_precision_macro,validation_recall_macro,validation_f1_macro,validation_f1_weighted,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_f1_weighted
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1000,0.9361620795107034,0.8969551745898671,0.8623930552517406,0.8788963230048398,0.9353026765529815,0.9330911871535079,0.8959857632605713,0.8504285509355656,0.8718561606861823,0.9318856618348095
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1001,0.9361620795107034,0.8957243070331247,0.8636452297860764,0.879030065850349,0.9353616505950529,0.9332823551902122,0.894222114332802,0.8542016313013544,0.8731315318952705,0.9322267360217242
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1002,0.9369266055045872,0.8969814130844226,0.8662802578332419,0.8810305725596339,0.9361766680688247,0.933855859300325,0.8942064142662135,0.856459104654491,0.8743693073172946,0.9328744924298673
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1003,0.9388379204892966,0.9025054857762823,0.8664691769939772,0.8836650878918176,0.9379853768632135,0.9340470273370293,0.8959089722681357,0.8553086871935426,0.8745463600338389,0.9329876917486335
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1004,0.9375,0.897183955498893,0.8665428318216094,0.8812612334373426,0.9367625412996092,0.9334735232269165,0.8965823360045776,0.8524145347803068,0.8731714407521781,0.9323076461224992
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1005,0.9380733944954128,0.8979970320917285,0.8687790633429896,0.8828372852185082,0.9373766519481715,0.9321353469699866,0.8933027390208648,0.8498777171077402,0.870380058093394,0.9309607014126875
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1006,0.9378822629969419,0.8985431475754436,0.867764810173564,0.8825524092158442,0.9371398603095827,0.9317530108965781,0.8900093736014485,0.8532396358054185,0.8706684731705795,0.9307558588871818
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1007,0.9378822629969419,0.8994229350071118,0.8669795434337223,0.8824648865481578,0.9371223691609895,0.9319441789332824,0.8929757143228566,0.8496274694311015,0.8700590228954234,0.9307725032923455
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1008,0.9371177370030581,0.8984392601104713,0.8641959665374106,0.8805592046578764,0.9362840380155371,0.9327088510800994,0.8953893091879966,0.8505647346423867,0.8716865376188102,0.9315064986776354
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1009,0.9359709480122325,0.8955845934894083,0.8623338789183581,0.8782451241230113,0.9351451338647003,0.9344293634104378,0.8956524690152231,0.8573159128700407,0.8755004599594697,0.9334396714437908
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1010,0.9384556574923547,0.9008990289236309,0.8672208561750351,0.8833083638330587,0.9376588116665483,0.9350028675205506,0.8972698688589759,0.8572601861589554,0.8762167510597765,0.9339832181804508
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1011,0.9380733944954128,0.9001186035359975,0.8662959755213734,0.8824655243701184,0.9372656162078147,0.9363410437774804,0.9013917493761383,0.8590330177540334,0.8790255511091596,0.9352765023335645
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1012,0.9350152905198776,0.8957110891736496,0.858217689907273,0.876063523123538,0.9340607644816533,0.9327088510800994,0.8954933928059506,0.850097846263191,0.8714436697445668,0.93149437731845
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1013,0.9373088685015291,0.8974725561906673,0.8661227740487693,0.8810886194893491,0.9365702512680606,0.9344293634104378,0.8959558643153652,0.8569975733399913,0.8754122793283443,0.9334275771525261
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1014,0.9359709480122325,0.8937685735056875,0.8647957054929195,0.8786776577321559,0.9352737405012255,0.9323265150066908,0.8933970043540495,0.8516346951075994,0.8713323980812454,0.9312134424829404
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1015,0.9390290519877675,0.8996536377528784,0.8713247188743912,0.8849241917116624,0.9383728295835156,0.9313706748231696,0.8906498832388161,0.8495558891247971,0.868997309912146,0.9302503963093915
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1016,0.9365443425076453,0.8970527403811906,0.8634877460016038,0.8795273510764755,0.9357218661870219,0.9344293634104378,0.8976114525282243,0.8542387267283299,0.8747051180844464,0.9333099993008408
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,1017,0.9371177370030581,0.8975978716081366,0.8642172277844655,0.8801907859949772,0.9363093538126566,0.9329000191168036,0.8948253376737961,0.8518760660948068,0.8721291090579705,0.9317554584465306
