generator_name,seed,dataset_size,train_size,validation_size,test_size,model_name,model_random_state,validation_accuracy,validation_precision_macro,validation_recall_macro,validation_f1_macro,validation_f1_weighted,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_f1_weighted
numpy_mt19937,123456789,34874,24411,5232,5231,RandomForestClassifier,42,0.9344418960244648,0.8907540480272673,0.8626241938638454,0.8761794991892246,0.9337250636768833,0.9397820684381571,0.9000500967554984,0.8732357787647104,0.8861905603970913,0.9391658644079666
numpy_mt19937,20260429,34874,24411,5232,5231,RandomForestClassifier,42,0.9386467889908257,0.8905515509435226,0.8794408964123167,0.884917525097296,0.9383892083278406,0.9336646912636207,0.8859309414827911,0.8646553314668902,0.8749749895467146,0.9330884028672712
numpy_mt19937,2718281828,34874,24411,5232,5231,RandomForestClassifier,42,0.9352064220183486,0.9000463179633166,0.8536928332839354,0.8754885306687203,0.9340054675635875,0.9369145478875932,0.8926989458485521,0.8719864401651604,0.8820127275162947,0.9364226867497305
numpy_mt19937,3141592653,34874,24411,5232,5231,RandomForestClassifier,42,0.9405581039755352,0.9070675020751332,0.8686576223425622,0.8866542884816259,0.9396524422875304,0.9336646912636207,0.8892709202805431,0.8615569034934226,0.8748648825687665,0.9329247795840769
numpy_mt19937,987654321,34874,24411,5232,5231,RandomForestClassifier,42,0.9332951070336392,0.8954063777154855,0.8542253971218768,0.8737306583475966,0.9322167179639687,0.9378703880711146,0.8952354286417122,0.871221576182425,0.8828305339859797,0.9372712885176587
numpy_pcg64,123456789,34874,24411,5232,5231,RandomForestClassifier,42,0.9388379204892966,0.9019079629439594,0.8669360847884713,0.8836404154346243,0.9380146886464611,0.9359587077040719,0.8999786348555778,0.8587235549134155,0.8782068727299993,0.9349207669173433
numpy_pcg64,20260429,34874,24411,5232,5231,RandomForestClassifier,42,0.9394113149847095,0.896021967299439,0.8736080802976636,0.8844969780863114,0.9388711771273069,0.933855859300325,0.8905518992946124,0.8583903836665446,0.8738097024788584,0.9330065118134526
numpy_pcg64,2718281828,34874,24411,5232,5231,RandomForestClassifier,42,0.9371177370030581,0.8971200947603823,0.8671247009064661,0.8815359949320158,0.9363900869442142,0.9332823551902122,0.8930196804564732,0.8556022964389417,0.8733857164275269,0.9322953924997065
numpy_pcg64,3141592653,34874,24411,5232,5231,RandomForestClassifier,42,0.933868501529052,0.8858069126512832,0.8615341105217643,0.8732810866206622,0.9332674350165738,0.9361498757407761,0.8955945452101353,0.864130816592965,0.879226684874462,0.9353579918004962
numpy_pcg64,987654321,34874,24411,5232,5231,RandomForestClassifier,42,0.9397935779816514,0.9060258078953959,0.8670836974864763,0.8854403663240332,0.9388697821514232,0.9329000191168036,0.8912931365644163,0.858794424455717,0.8742669128272063,0.9320164689254857
pcg64_cp_alite1,123456789,34874,24411,5232,5231,RandomForestClassifier,42,0.9332951070336392,0.890103518554064,0.8572179152320971,0.8729689900267016,0.9324294230561146,0.9342381953737335,0.8961719537025056,0.8561743720985237,0.8751557044114028,0.9332037683524983
pcg64_cp_alite1,20260429,34874,24411,5232,5231,RandomForestClassifier,42,0.9325305810397554,0.88703140357309,0.8585939859921216,0.8722735430590309,0.931756131347876,0.9378703880711146,0.9006598765581132,0.863942394627952,0.8814485902818401,0.9369703052583976
pcg64_cp_alite1,2718281828,34874,24411,5232,5231,RandomForestClassifier,42,0.933868501529052,0.8897658206955475,0.8613217779314533,0.8749503445925537,0.9331145245090071,0.9367233798508889,0.8885436444334441,0.8753439925046983,0.8818011621330711,0.9364248117406736
pcg64_cp_alite1,3141592653,34874,24411,5232,5231,RandomForestClassifier,42,0.9365443425076453,0.8943433380516317,0.866268211401751,0.8791226156892016,0.9357303309941861,0.9380615561078188,0.8983435678150594,0.8672910702780584,0.8821730941252063,0.9372853686114762
pcg64_cp_alite1,987654321,34874,24411,5232,5231,RandomForestClassifier,42,0.9319571865443425,0.8908769419000088,0.8509459322800694,0.8697980603477363,0.9308459750928345,0.9342381953737335,0.8879555915907097,0.8650240094714872,0.8761440359282249,0.9336593109612974
